var	ctrl	d3g1lg4	d3g2l
Variant_004872	15	10	15
Variant_004873	27	40	26
Variant_004874	22	20	8
Variant_004875	20	16	11
Variant_004876	7	13	7
Variant_004877	26	20	15
Variant_004878	21	14	9
Variant_004879	17	16	10
Variant_004880	11	0	0
Variant_004881	50	51	25
Variant_004882	42	80	44
Variant_004883	30	46	42
Variant_004884	13	27	13
Variant_004885	36	28	19
Variant_004886	8	5	3
Variant_004887	15	14	7
Variant_004888	7	8	3
Variant_004889	34	27	8
Variant_004890	13	12	9
Variant_004891	24	9	5
Variant_004892	8	12	6
Variant_004893	21	21	10
Variant_004894	7	5	3
Variant_004895	11	6	1
Variant_004896	2	7	4
Variant_004897	56	39	21
Variant_004898	13	24	13
Variant_004899	34	44	21
Variant_004900	18	19	10
Variant_004901	26	31	25
Variant_004902	9	3	0
Variant_004903	25	13	5
Variant_004904	11	5	0
Variant_004905	18	13	4
Variant_004906	14	14	6
Variant_004907	12	6	6
Variant_004908	8	12	4
Variant_004909	13	15	4
Variant_004910	3	2	1
Variant_004911	7	3	1
Variant_004912	1	0	0
Variant_004913	41	35	25
Variant_004914	31	33	19
Variant_004915	36	19	12
Variant_004916	14	19	12
Variant_004917	19	8	3
Variant_004918	6	12	10
Variant_004919	10	1	0
Variant_004920	9	1	2
Variant_004921	21	15	7
Variant_004922	15	8	5
Variant_004923	20	7	4
Variant_004924	5	3	3
Variant_004925	11	4	3
Variant_004926	7	4	1
Variant_004927	2	0	1
Variant_004928	2	1	0
Variant_004929	129	267	149
Variant_004930	55	93	52
Variant_004931	95	106	70
Variant_004932	39	76	44
Variant_004933	61	94	78
Variant_004934	31	35	35
Variant_004935	57	52	22
Variant_004936	32	34	18
Variant_004937	63	77	40
Variant_004938	35	38	45
Variant_004939	38	37	23
Variant_004940	37	46	19
Variant_004941	57	45	24
Variant_004942	25	41	21
Variant_004943	25	12	6
Variant_004944	13	5	5
Variant_004945	83	142	98
Variant_004946	49	57	33
Variant_004947	48	71	33
Variant_004948	25	38	18
Variant_004949	57	40	27
Variant_004950	28	44	25
Variant_004951	29	20	13
Variant_004952	20	21	9
Variant_004953	53	36	23
Variant_004954	33	68	27
Variant_004955	29	35	15
Variant_004956	12	22	14
Variant_004957	51	27	20
Variant_004958	28	15	5
Variant_004959	17	25	10
Variant_004960	10	10	4
Variant_004961	88	123	96
Variant_004962	44	75	46
Variant_004963	50	63	36
Variant_004964	31	12	7
Variant_004965	43	51	31
Variant_004966	20	39	19
Variant_004967	33	12	9
Variant_004968	14	9	7
Variant_004969	40	36	15
Variant_004970	20	13	11
Variant_004971	22	13	5
Variant_004972	11	11	9
Variant_004973	24	23	11
Variant_004974	16	8	6
Variant_004975	22	9	4
Variant_004976	8	12	3
Variant_004977	63	98	71
Variant_004978	31	32	24
Variant_004979	52	46	26
Variant_004980	17	8	10
Variant_004981	38	25	10
Variant_004982	11	10	7
Variant_004983	26	40	16
Variant_004984	12	2	1
Variant_004985	36	38	23
Variant_004986	23	13	12
Variant_004987	27	43	22
Variant_004988	11	5	3
Variant_004989	20	5	3
Variant_004990	8	0	3
Variant_004991	13	5	3
Variant_004992	14	5	0
Variant_004993	119	206	133
Variant_004994	76	99	83
Variant_004995	64	57	55
Variant_004996	54	55	31
Variant_004997	75	139	112
Variant_004998	39	44	23
Variant_004999	47	39	20
Variant_005000	32	39	32
Variant_005001	63	74	29
Variant_005002	30	40	19
Variant_005003	41	31	18
Variant_005004	21	22	9
Variant_005005	57	27	17
Variant_005006	25	7	2
Variant_005007	27	27	19
Variant_005008	17	23	11
Variant_005009	68	147	83
Variant_005010	49	83	56
Variant_005011	44	78	51
Variant_005012	28	18	14
Variant_005013	49	40	26
Variant_005014	23	39	36
Variant_005015	31	18	16
Variant_005016	14	12	6
Variant_005017	42	44	30
Variant_005018	19	24	17
Variant_005019	31	24	15
Variant_005020	20	12	3
Variant_005021	39	27	11
Variant_005022	11	13	4
Variant_005023	26	21	12
Variant_005024	14	11	2
Variant_005025	79	98	49
Variant_005026	38	81	37
Variant_005027	60	67	30
Variant_005028	25	37	14
Variant_005029	49	29	20
Variant_005030	18	12	7
Variant_005031	47	25	23
Variant_005032	12	1	6
Variant_005033	39	24	20
Variant_005034	22	34	22
Variant_005035	35	29	19
Variant_005036	11	8	8
Variant_005037	37	18	15
Variant_005038	10	5	3
Variant_005039	14	4	2
Variant_005040	10	2	0
Variant_005041	90	117	68
Variant_005042	31	15	7
Variant_005043	45	47	36
Variant_005044	26	17	9
Variant_005045	36	17	15
Variant_005046	29	16	8
Variant_005047	19	18	8
Variant_005048	9	7	1
Variant_005049	47	36	24
Variant_005050	19	5	2
Variant_005051	27	22	16
Variant_005052	8	4	0
Variant_005053	24	13	9
Variant_005054	12	4	5
Variant_005055	8	5	2
Variant_005056	8	3	4
Variant_005057	244	391	236
Variant_005058	131	240	159
Variant_005059	141	168	89
Variant_005060	79	89	51
Variant_005061	118	166	133
Variant_005062	44	78	53
Variant_005063	96	83	55
Variant_005064	60	38	23
Variant_005065	108	150	73
Variant_005066	51	85	37
Variant_005067	74	92	66
Variant_005068	42	67	58
Variant_005069	82	44	42
Variant_005070	50	29	15
Variant_005071	68	21	11
Variant_005072	30	30	29
Variant_005073	169	170	111
Variant_005074	100	103	60
Variant_005075	80	87	52
Variant_005076	46	89	49
Variant_005077	88	91	51
Variant_005078	51	38	21
Variant_005079	60	49	39
Variant_005080	27	29	10
Variant_005081	86	62	43
Variant_005082	40	27	15
Variant_005083	57	44	21
Variant_005084	25	25	9
Variant_005085	74	23	21
Variant_005086	38	11	5
Variant_005087	33	31	13
Variant_005088	19	16	7
Variant_005089	160	245	118
Variant_005090	59	79	56
Variant_005091	88	71	34
Variant_005092	57	18	17
Variant_005093	89	83	54
Variant_005094	31	25	14
Variant_005095	64	28	14
Variant_005096	24	19	12
Variant_005097	77	112	78
Variant_005098	23	33	18
Variant_005099	42	33	20
Variant_005100	24	22	15
Variant_005101	47	34	15
Variant_005102	18	22	7
Variant_005103	39	24	22
Variant_005104	12	7	3
Variant_005105	135	137	87
Variant_005106	65	51	39
Variant_005107	82	115	70
Variant_005108	32	27	13
Variant_005109	70	48	28
Variant_005110	22	13	7
Variant_005111	41	22	13
Variant_005112	21	14	11
Variant_005113	83	65	40
Variant_005114	31	19	13
Variant_005115	46	27	13
Variant_005116	22	11	13
Variant_005117	42	10	8
Variant_005118	34	14	6
Variant_005119	23	14	6
Variant_005120	16	2	1
Variant_005121	51	59	31
Variant_005122	9	15	10
Variant_005123	25	43	31
Variant_005124	13	17	9
Variant_005125	24	33	27
Variant_005126	7	4	9
Variant_005127	17	20	9
Variant_005128	6	12	5
Variant_005129	26	31	19
Variant_005130	12	34	11
Variant_005131	9	0	1
Variant_005132	9	20	9
Variant_005133	15	16	10
Variant_005134	6	6	1
Variant_005135	11	2	0
Variant_005136	8	7	6
Variant_005137	27	43	20
Variant_005138	19	28	19
Variant_005139	6	11	4
Variant_005140	14	13	7
Variant_005141	13	11	7
Variant_005142	7	2	1
Variant_005143	7	1	1
Variant_005144	7	9	7
Variant_005145	16	18	2
Variant_005146	6	2	1
Variant_005147	9	11	5
Variant_005148	1	0	2
Variant_005149	8	4	2
Variant_005150	8	2	4
Variant_005151	7	5	0
Variant_005152	4	2	0
Variant_005153	24	15	3
Variant_005154	13	36	20
Variant_005155	16	23	6
Variant_005156	5	11	1
Variant_005157	10	20	8
Variant_005158	3	1	1
Variant_005159	5	6	6
Variant_005160	4	3	2
Variant_005161	17	18	7
Variant_005162	4	10	0
Variant_005163	8	9	8
Variant_005164	2	11	8
Variant_005165	12	2	4
Variant_005166	6	15	8
Variant_005167	5	17	8
Variant_005168	3	2	1
Variant_005169	33	19	8
Variant_005170	12	8	9
Variant_005171	10	4	1
Variant_005172	5	2	2
Variant_005173	8	10	5
Variant_005174	8	3	0
Variant_005175	14	3	6
Variant_005176	3	4	0
Variant_005177	7	1	2
Variant_005178	2	0	0
Variant_005179	8	2	2
Variant_005180	7	12	5
Variant_005181	10	8	3
Variant_005182	2	0	0
Variant_005183	2	0	0
Variant_005184	1	2	2
Variant_005185	55	85	44
Variant_005186	36	43	30
Variant_005187	42	28	29
Variant_005188	30	30	19
Variant_005189	30	43	29
Variant_005190	15	26	19
Variant_005191	32	33	23
Variant_005192	17	20	4
Variant_005193	32	30	12
Variant_005194	21	19	15
Variant_005195	20	38	18
Variant_005196	9	7	2
Variant_005197	35	14	13
Variant_005198	11	13	12
Variant_005199	19	14	9
Variant_005200	7	2	1
Variant_005201	38	26	19
Variant_005202	25	27	18
Variant_005203	21	14	12
Variant_005204	19	15	13
Variant_005205	31	34	25
Variant_005206	11	12	6
Variant_005207	14	4	8
Variant_005208	9	16	10
Variant_005209	26	18	14
Variant_005210	18	8	8
Variant_005211	16	7	7
Variant_005212	8	8	6
Variant_005213	23	5	4
Variant_005214	15	7	3
Variant_005215	14	9	2
Variant_005216	8	1	2
Variant_005217	34	34	28
Variant_005218	18	3	2
Variant_005219	23	24	6
Variant_005220	17	17	7
Variant_005221	18	25	8
Variant_005222	11	14	6
Variant_005223	14	7	2
Variant_005224	6	14	2
Variant_005225	22	10	4
Variant_005226	9	8	3
Variant_005227	9	10	11
Variant_005228	4	1	4
Variant_005229	21	9	4
Variant_005230	6	4	3
Variant_005231	1	4	2
Variant_005232	5	12	7
Variant_005233	33	39	17
Variant_005234	12	8	10
Variant_005235	19	3	0
Variant_005236	9	4	4
Variant_005237	19	4	6
Variant_005238	8	1	1
Variant_005239	9	0	0
Variant_005240	5	0	0
Variant_005241	18	7	11
Variant_005242	13	11	10
Variant_005243	16	16	3
Variant_005244	4	0	0
Variant_005245	10	13	9
Variant_005246	4	7	0
Variant_005247	4	2	3
Variant_005248	4	3	0
Variant_005249	54	69	59
Variant_005250	37	40	23
Variant_005251	38	39	19
Variant_005252	20	55	39
Variant_005253	37	54	33
Variant_005254	18	35	22
Variant_005255	28	45	27
Variant_005256	12	11	3
Variant_005257	31	19	10
Variant_005258	25	21	15
Variant_005259	20	40	27
Variant_005260	8	13	6
Variant_005261	29	28	20
Variant_005262	16	36	18
Variant_005263	14	17	5
Variant_005264	7	4	2
Variant_005265	28	27	20
Variant_005266	26	25	12
Variant_005267	26	48	31
Variant_005268	15	34	19
Variant_005269	31	15	8
Variant_005270	17	16	2
Variant_005271	15	8	10
Variant_005272	17	24	10
Variant_005273	26	7	1
Variant_005274	11	3	3
Variant_005275	13	4	2
Variant_005276	9	5	4
Variant_005277	19	9	1
Variant_005278	12	0	0
Variant_005279	6	0	0
Variant_005280	9	10	1
Variant_005281	35	45	22
Variant_005282	15	27	8
Variant_005283	28	20	16
Variant_005284	19	14	9
Variant_005285	24	49	35
Variant_005286	13	12	7
Variant_005287	19	14	7
Variant_005288	10	8	11
Variant_005289	24	29	16
Variant_005290	10	15	7
Variant_005291	19	5	1
Variant_005292	4	0	0
Variant_005293	12	11	10
Variant_005294	4	3	4
Variant_005295	9	4	9
Variant_005296	10	11	5
Variant_005297	45	24	7
Variant_005298	15	5	5
Variant_005299	22	8	8
Variant_005300	13	7	4
Variant_005301	24	11	3
Variant_005302	5	3	6
Variant_005303	9	2	6
Variant_005304	4	1	1
Variant_005305	12	20	17
Variant_005306	20	13	6
Variant_005307	14	8	2
Variant_005308	5	2	2
Variant_005309	9	3	1
Variant_005310	6	2	2
Variant_005311	5	2	1
Variant_005312	3	2	1
Variant_005313	109	146	90
Variant_005314	59	85	63
Variant_005315	78	100	55
Variant_005316	42	52	31
Variant_005317	67	124	75
Variant_005318	28	42	21
Variant_005319	46	58	44
Variant_005320	31	33	23
Variant_005321	55	123	63
Variant_005322	35	49	29
Variant_005323	28	30	20
Variant_005324	13	4	5
Variant_005325	61	75	40
Variant_005326	35	24	17
Variant_005327	31	20	6
Variant_005328	22	7	5
Variant_005329	85	64	46
Variant_005330	43	39	24
Variant_005331	32	88	51
Variant_005332	25	17	10
Variant_005333	44	77	44
Variant_005334	28	30	18
Variant_005335	35	6	5
Variant_005336	17	8	4
Variant_005337	46	41	21
Variant_005338	28	14	6
Variant_005339	35	32	23
Variant_005340	17	19	12
Variant_005341	40	27	13
Variant_005342	14	10	7
Variant_005343	16	13	7
Variant_005344	5	8	2
Variant_005345	79	140	72
Variant_005346	29	31	17
Variant_005347	66	48	31
Variant_005348	24	14	9
Variant_005349	47	31	14
Variant_005350	17	8	2
Variant_005351	32	30	20
Variant_005352	10	15	3
Variant_005353	40	79	47
Variant_005354	19	26	14
Variant_005355	26	16	12
Variant_005356	9	14	5
Variant_005357	51	56	39
Variant_005358	15	3	2
Variant_005359	22	2	7
Variant_005360	9	6	3
Variant_005361	85	59	36
Variant_005362	31	20	14
Variant_005363	48	13	8
Variant_005364	33	5	6
Variant_005365	43	17	6
Variant_005366	15	8	6
Variant_005367	26	3	4
Variant_005368	14	10	4
Variant_005369	30	40	20
Variant_005370	17	18	11
Variant_005371	25	7	2
Variant_005372	7	5	3
Variant_005373	16	15	7
Variant_005374	10	1	3
Variant_005375	17	3	3
Variant_005376	5	3	2
Variant_005377	44	86	48
Variant_005378	27	46	30
Variant_005379	22	23	18
Variant_005380	7	12	5
Variant_005381	31	60	28
Variant_005382	25	28	15
Variant_005383	32	45	26
Variant_005384	12	7	4
Variant_005385	31	54	32
Variant_005386	17	17	11
Variant_005387	21	33	35
Variant_005388	13	3	1
Variant_005389	25	35	19
Variant_005390	8	5	3
Variant_005391	10	7	3
Variant_005392	8	2	4
Variant_005393	27	38	24
Variant_005394	33	17	16
Variant_005395	13	17	2
Variant_005396	13	11	11
Variant_005397	27	24	14
Variant_005398	8	14	10
Variant_005399	22	8	6
Variant_005400	9	0	0
Variant_005401	24	41	18
Variant_005402	12	17	13
Variant_005403	10	18	15
Variant_005404	13	16	5
Variant_005405	18	13	5
Variant_005406	5	8	2
Variant_005407	7	12	4
Variant_005408	5	4	1
Variant_005409	32	25	4
Variant_005410	21	9	10
Variant_005411	22	27	11
Variant_005412	11	15	7
Variant_005413	19	10	9
Variant_005414	10	17	10
Variant_005415	18	5	2
Variant_005416	5	8	5
Variant_005417	23	24	9
Variant_005418	8	2	1
Variant_005419	18	16	11
Variant_005420	5	3	1
Variant_005421	18	8	5
Variant_005422	9	0	0
Variant_005423	4	1	0
Variant_005424	6	0	1
Variant_005425	35	17	9
Variant_005426	14	10	7
Variant_005427	13	18	10
Variant_005428	10	20	8
Variant_005429	23	4	2
Variant_005430	9	3	2
Variant_005431	11	0	0
Variant_005432	8	4	1
Variant_005433	27	2	1
Variant_005434	10	14	9
Variant_005435	9	9	7
Variant_005436	5	0	0
Variant_005437	12	7	0
Variant_005438	6	4	0
Variant_005439	4	7	3
Variant_005440	8	2	0
Variant_005441	100	175	76
Variant_005442	38	57	40
Variant_005443	74	119	71
Variant_005444	31	46	26
Variant_005445	60	72	57
Variant_005446	16	20	16
Variant_005447	39	45	32
Variant_005448	24	17	14
Variant_005449	45	61	37
Variant_005450	23	25	10
Variant_005451	42	63	41
Variant_005452	22	23	17
Variant_005453	42	23	11
Variant_005454	18	18	23
Variant_005455	23	20	9
Variant_005456	10	11	8
Variant_005457	74	52	32
Variant_005458	39	31	13
Variant_005459	36	55	28
Variant_005460	27	24	18
Variant_005461	41	23	22
Variant_005462	22	16	7
Variant_005463	25	19	7
Variant_005464	13	15	2
Variant_005465	40	46	30
Variant_005466	18	13	8
Variant_005467	25	21	14
Variant_005468	15	11	5
Variant_005469	32	19	16
Variant_005470	20	16	6
Variant_005471	17	21	6
Variant_005472	15	10	8
Variant_005473	51	60	40
Variant_005474	38	53	34
Variant_005475	55	43	31
Variant_005476	21	20	8
Variant_005477	37	46	31
Variant_005478	11	25	10
Variant_005479	31	15	13
Variant_005480	15	9	7
Variant_005481	31	17	15
Variant_005482	16	9	3
Variant_005483	22	27	23
Variant_005484	13	9	0
Variant_005485	25	28	20
Variant_005486	10	1	2
Variant_005487	21	14	7
Variant_005488	9	1	1
Variant_005489	48	41	24
Variant_005490	26	24	14
Variant_005491	36	26	9
Variant_005492	17	7	5
Variant_005493	39	6	10
Variant_005494	16	7	2
Variant_005495	22	7	7
Variant_005496	6	1	0
Variant_005497	34	24	8
Variant_005498	18	11	4
Variant_005499	31	22	8
Variant_005500	9	12	14
Variant_005501	17	11	6
Variant_005502	7	0	0
Variant_005503	8	1	0
Variant_005504	5	0	0
Variant_005505	81	154	103
Variant_005506	50	103	65
Variant_005507	51	76	39
Variant_005508	40	39	22
Variant_005509	49	88	54
Variant_005510	24	38	22
Variant_005511	38	40	23
Variant_005512	26	21	16
Variant_005513	42	87	47
Variant_005514	39	68	35
Variant_005515	33	36	27
Variant_005516	16	27	12
Variant_005517	39	7	7
Variant_005518	24	21	15
Variant_005519	34	13	2
Variant_005520	15	4	3
Variant_005521	75	64	43
Variant_005522	33	34	20
Variant_005523	32	27	14
Variant_005524	27	19	16
Variant_005525	48	54	33
Variant_005526	20	17	14
Variant_005527	27	24	21
Variant_005528	12	11	4
Variant_005529	55	46	26
Variant_005530	18	41	28
Variant_005531	22	24	16
Variant_005532	13	24	10
Variant_005533	31	35	16
Variant_005534	22	12	7
Variant_005535	17	9	8
Variant_005536	11	14	5
Variant_005537	78	62	35
Variant_005538	32	53	28
Variant_005539	52	62	31
Variant_005540	13	16	8
Variant_005541	41	42	35
Variant_005542	19	31	18
Variant_005543	30	2	2
Variant_005544	16	5	4
Variant_005545	35	54	30
Variant_005546	11	54	19
Variant_005547	33	29	19
Variant_005548	10	4	7
Variant_005549	35	26	7
Variant_005550	9	9	9
Variant_005551	11	7	6
Variant_005552	3	2	1
Variant_005553	56	38	27
Variant_005554	21	10	4
Variant_005555	38	20	9
Variant_005556	17	7	8
Variant_005557	32	4	3
Variant_005558	7	7	2
Variant_005559	28	6	10
Variant_005560	11	14	5
Variant_005561	39	23	6
Variant_005562	12	10	11
Variant_005563	20	15	20
Variant_005564	6	2	1
Variant_005565	14	5	2
Variant_005566	6	9	8
Variant_005567	7	3	0
Variant_005568	12	3	5
Variant_005569	217	311	226
Variant_005570	83	128	99
Variant_005571	131	141	82
Variant_005572	70	77	39
Variant_005573	118	225	154
Variant_005574	51	61	57
Variant_005575	96	62	38
Variant_005576	50	36	26
Variant_005577	110	211	132
Variant_005578	50	84	49
Variant_005579	67	104	60
Variant_005580	35	23	16
Variant_005581	98	95	54
Variant_005582	53	43	17
Variant_005583	60	50	43
Variant_005584	26	23	13
Variant_005585	153	113	80
Variant_005586	73	50	27
Variant_005587	54	55	36
Variant_005588	55	50	31
Variant_005589	75	57	45
Variant_005590	48	52	28
Variant_005591	56	18	19
Variant_005592	33	8	9
Variant_005593	86	157	99
Variant_005594	51	43	15
Variant_005595	40	28	23
Variant_005596	32	22	26
Variant_005597	65	26	26
Variant_005598	26	17	13
Variant_005599	42	28	16
Variant_005600	19	3	2
Variant_005601	131	175	90
Variant_005602	56	76	47
Variant_005603	102	101	38
Variant_005604	37	23	17
Variant_005605	78	61	46
Variant_005606	37	31	21
Variant_005607	61	43	27
Variant_005608	21	15	9
Variant_005609	70	106	56
Variant_005610	40	49	36
Variant_005611	42	40	29
Variant_005612	21	7	6
Variant_005613	51	20	14
Variant_005614	21	12	14
Variant_005615	25	27	9
Variant_005616	14	14	8
Variant_005617	105	70	53
Variant_005618	60	26	11
Variant_005619	60	47	32
Variant_005620	34	31	10
Variant_005621	71	36	28
Variant_005622	37	16	9
Variant_005623	43	37	11
Variant_005624	14	7	2
Variant_005625	58	55	24
Variant_005626	29	24	14
Variant_005627	28	8	8
Variant_005628	21	11	5
Variant_005629	33	45	25
Variant_005630	22	4	0
Variant_005631	25	7	6
Variant_005632	8	2	0
Variant_005633	61	118	68
Variant_005634	32	62	38
Variant_005635	38	58	32
Variant_005636	16	30	8
Variant_005637	32	61	41
Variant_005638	19	26	28
Variant_005639	38	35	28
Variant_005640	21	19	14
Variant_005641	28	65	44
Variant_005642	13	12	12
Variant_005643	12	4	2
Variant_005644	20	12	10
Variant_005645	26	16	19
Variant_005646	19	13	2
Variant_005647	16	4	12
Variant_005648	8	6	3
Variant_005649	50	47	33
Variant_005650	26	13	10
Variant_005651	22	38	24
Variant_005652	9	10	8
Variant_005653	16	23	6
Variant_005654	11	5	2
Variant_005655	7	5	5
Variant_005656	11	5	3
Variant_005657	26	27	13
Variant_005658	8	21	13
Variant_005659	15	11	8
Variant_005660	9	6	3
Variant_005661	16	19	7
Variant_005662	8	2	4
Variant_005663	10	11	5
Variant_005664	6	2	4
Variant_005665	44	36	17
Variant_005666	12	16	11
Variant_005667	36	18	9
Variant_005668	14	8	2
Variant_005669	14	15	7
Variant_005670	3	2	2
Variant_005671	32	32	31
Variant_005672	10	10	4
Variant_005673	26	21	7
Variant_005674	7	8	3
Variant_005675	13	10	6
Variant_005676	3	0	0
Variant_005677	18	6	4
Variant_005678	5	1	1
Variant_005679	6	8	3
Variant_005680	4	4	1
Variant_005681	31	26	9
Variant_005682	17	15	8
Variant_005683	21	28	18
Variant_005684	14	2	3
Variant_005685	20	9	4
Variant_005686	13	10	4
Variant_005687	8	13	4
Variant_005688	4	0	1
Variant_005689	20	13	6
Variant_005690	6	9	0
Variant_005691	9	1	0
Variant_005692	2	0	0
Variant_005693	13	5	2
Variant_005694	3	1	0
Variant_005695	5	0	0
Variant_005696	2	0	0
Variant_005697	84	159	114
Variant_005698	42	53	32
Variant_005699	63	103	77
Variant_005700	38	85	58
Variant_005701	66	94	60
Variant_005702	29	22	18
Variant_005703	55	46	22
Variant_005704	27	35	23
Variant_005705	42	47	31
Variant_005706	31	34	17
Variant_005707	31	18	9
Variant_005708	24	11	4
Variant_005709	55	22	23
Variant_005710	18	8	1
Variant_005711	25	31	16
Variant_005712	16	7	4
Variant_005713	58	50	40
Variant_005714	53	44	25
Variant_005715	27	46	37
Variant_005716	29	19	15
Variant_005717	32	45	26
Variant_005718	26	36	20
Variant_005719	30	17	10
Variant_005720	13	20	18
Variant_005721	50	24	23
Variant_005722	25	17	12
Variant_005723	28	26	18
Variant_005724	10	23	17
Variant_005725	32	8	7
Variant_005726	11	19	4
Variant_005727	22	8	6
Variant_005728	5	0	1
Variant_005729	67	88	48
Variant_005730	25	24	8
Variant_005731	64	48	26
Variant_005732	17	20	12
Variant_005733	31	52	30
Variant_005734	15	36	18
Variant_005735	28	21	12
Variant_005736	10	2	10
